Applied Voltage (V),Current Density (mA/cm²),Substrate Concentration (g COD/L),Inoculum Type,HRT (d),pH,Temperature (°C),Substrate Type,Hydrogen Production Rate (HPR)
0.41707922541911674,2.523159534334652,9.848792957393304,Sludge,8.559675822539642,7.383955368733927,31.808621796453867,Starch,6.535411370610731
0.8629900073215435,1.7955290180743129,7.798597431712923,Pure Culture,8.49412422412339,5.405039658460636,21.226619112865652,Acetate,4.640606098960779
0.4854026613548714,0.6381743238448783,4.468784430589671,Sludge,1.0992845283621921,8.38855795877514,27.243525095974565,Acetate,6.575824001065775
0.4247476077499046,3.8305818086626715,4.502891521632167,Pure Culture,7.745909360219994,7.124341379540971,34.46256547765108,Glucose,5.200017581893411
0.6341568665265989,6.104218025119014,7.507031865094469,Pure Culture,7.828087510999044,8.366893446978704,24.01120502145966,Glucose,5.482582363427094
0.31273937997981016,4.226318428447457,2.7683828847988723,Mixed,7.105409405696276,7.320886075140118,24.07156755092721,Starch,3.235436066512156
0.8417575846032317,4.656011759225426,1.5495040747482491,Pure Culture,7.806381921023073,7.238753779351759,20.201812133780493,Starch,2.931756698378532
0.2596405149438167,9.08950759769061,3.868910497587377,Sludge,8.577733343470378,5.4210367407880495,28.749638532164195,Glucose,3.9541083014856673
0.9895095492804138,3.8084269367213532,3.2287704207137766,Sludge,5.232871486916071,5.669438932554511,37.65468761346844,Acetate,6.361216162471277
0.8177958154373259,5.382900147018202,3.314927144331906,Pure Culture,5.518451921396024,8.888101025986364,21.038018871746182,Acetate,5.492296066615645
0.35897254522733796,7.944703621040859,2.7192736349741446,Mixed,2.122426512202514,5.913946987019083,23.82237418992005,Acetate,4.980058377234569
0.20441769369888194,4.267156432052067,0.8998853015454379,Mixed,4.468382947426257,8.909808471961473,26.2016907668551,Glucose,3.566724435379632
0.8523691427638673,6.409823652164798,0.6698023799674312,Sludge,6.790286619206059,7.127650826097053,34.634494731284256,Acetate,4.298347052342314
0.7654858750780937,8.69245523309408,9.883362702492299,Mixed,8.02359798532547,5.5431561882557485,32.812711856051735,Starch,7.770251195969897
0.7832057344327898,9.5204459247476,4.563844770490692,Pure Culture,2.954881879220895,5.397208811014772,28.318878091637103,Starch,6.1865354691551016
0.8170162773487566,1.8971980688258605,4.1511031480169756,Pure Culture,2.2404060924331186,5.83545628282296,35.18137878516751,Glucose,6.830881295774744
0.2592357213872723,9.302582439034197,6.956649185584164,Sludge,6.96737804050443,8.702549320101344,32.19262023313804,Starch,6.09924459400769
0.48677258283541813,5.175104784255613,2.5734119347181097,Pure Culture,1.0169189517241959,6.656600897312908,37.92081599314438,Glucose,5.980401922976185
0.2926952476201038,2.9533216888401044,9.524631247527141,Sludge,2.6053532587659687,6.5817370719716575,36.360534982773856,Acetate,9.118707656364009
0.890482740700475,4.861789684263482,7.970277636947745,Pure Culture,1.2616424230955836,6.252825044280696,25.056272121784012,Acetate,8.149679543063305
0.6986385014620464,9.810309465212033,1.3494045219664654,Sludge,2.5019660606938383,5.5882474022663535,25.428771552684005,Acetate,3.803829418200533
0.46471841988211937,5.179871892932261,4.467017369956819,Mixed,2.631873519329547,6.951404788769626,22.507129515847712,Starch,5.668386248728226
0.25084668022881895,3.623140297731328,8.851623921840565,Pure Culture,4.489062352753548,5.520191130044555,26.73929451434913,Glucose,8.098121228740693
0.4487858573725298,6.517308116008895,9.474954211768397,Pure Culture,4.6209441221790035,8.34192094552931,39.990878374381886,Acetate,8.505529222033445
0.46014665762139767,2.7813833783928343,4.940314356873762,Sludge,8.868362235492139,6.481587945101226,28.11502337230122,Glucose,4.576707998918605
0.7836849426704513,1.2207016170323073,6.327408197501724,Sludge,5.590987412489427,6.499214271127185,24.409768693782127,Acetate,5.82118824229864
0.7100459770841705,1.7243573581511678,2.0868224878747146,Pure Culture,7.510642890510576,6.896025713932623,35.24965768951106,Starch,4.487753847856479
0.9097701940610612,1.7164354700988382,9.916101948301277,Sludge,1.9372362212825869,6.776510852663007,30.84942006925312,Starch,9.32958309024248
0.5777719401295595,1.9430755883667963,2.700881163142712,Pure Culture,3.0289487991732447,8.979431892237287,22.99202899053905,Glucose,4.9260328289008095
0.29567539675064136,1.8188581401693962,9.455951854283693,Mixed,7.326490968808091,7.18152448487321,27.613793623217315,Starch,7.0290034387003555
0.7705958297783961,6.588310075630539,6.671643165427501,Sludge,1.475235644216753,5.352806815159482,28.289394310786868,Starch,7.258411405614394
0.8086280388935181,2.2278608017918757,6.273499551349162,Pure Culture,5.379378960193778,7.42750936630772,35.07659401138437,Glucose,6.402729134446294
0.649021758055597,3.7838391915767007,5.370540854656832,Mixed,6.3943206909664045,5.60633717147952,20.41342737783809,Acetate,4.331844283240459
0.8167737439636489,9.019489894107112,2.6913632113187074,Mixed,6.419310796472329,5.1237505789253674,25.38039293596621,Starch,2.927879957172172
0.5950364770915126,5.0026355824972875,2.1770163040523283,Pure Culture,1.2063953014123783,8.882968614708993,30.35192602631044,Glucose,6.341001624138658
0.6181862635055952,6.841798515949758,2.5946189861666658,Sludge,3.8989720380626696,8.094155566138255,25.376934849056866,Starch,3.845918940063285
0.5420328146868397,2.1370387764154835,2.2711634903704176,Pure Culture,6.728415859442387,8.920435969655067,32.56868094837998,Starch,5.105965717598921
0.22033530139527616,2.3267456786823724,7.906052498884156,Mixed,2.3409976253431912,6.91151379208897,29.63734958549233,Starch,7.987814420024108
0.2863131415946436,0.8882518545315492,3.826189962083936,Pure Culture,7.258740834952479,7.1290301245959045,27.234205097191612,Starch,4.33044408633723
0.22514334854938742,2.104883099185563,1.0495054273522655,Sludge,7.713326879323071,5.6733478236765205,38.984172537410245,Glucose,2.3418012132711308
0.7091283290110244,3.146608220803607,9.706474986337708,Mixed,9.837722714015307,5.987629706670342,32.643189983729144,Glucose,6.766768562834286
0.45148478486106136,2.1815996006290947,8.895965907152544,Pure Culture,2.888577953707685,8.354196859611314,22.598827445358825,Glucose,8.450101226140891
0.6068565529317622,1.3426740706920284,9.313646690354524,Sludge,8.426176008995036,6.424742588470377,31.201833948867908,Starch,6.76028370788988
0.9260531791408744,1.6460407754557078,9.951624315141135,Mixed,5.682669192267887,8.307259895185677,35.61463706401802,Starch,8.695738553659982
0.39943378331909996,4.877398296310895,2.1520048675851293,Sludge,4.3611633652975605,7.836054897148127,34.16979394985594,Starch,4.753055777770941
0.5283063384285038,2.460170324855029,4.264299179575258,Mixed,2.1013908159266013,5.7086837010874625,23.44178458590519,Glucose,5.376153803240794
0.804440910834439,3.9605636799567168,7.703265519188867,Pure Culture,7.619550458387838,7.029785464478969,39.448399980802066,Starch,7.134432216565229
0.383038532393298,5.28246407312114,7.112195871511026,Sludge,3.1227183922931836,7.709549286074868,28.976272914932117,Acetate,7.982159008735028
0.2615839278630344,7.058750871978971,1.962011110228623,Mixed,4.342798016857412,5.9401488592153004,23.180500074805227,Starch,3.361179306675903
0.43180116233101445,0.8734653284904399,8.250414687410869,Sludge,1.562880042076316,8.322754042080307,23.60391508256296,Acetate,7.748941903645744
0.32897702980320354,8.094398789635905,2.632185432448276,Sludge,8.21230224237567,7.179310630180748,21.96469984378161,Starch,2.0972440143505207
0.9437581218740585,6.465053700163624,2.6262673408149193,Pure Culture,7.89929671574479,5.660968201770412,36.070362168698686,Glucose,4.67980431304669
0.8464963036515336,1.2767108035142831,5.601257017487429,Sludge,7.602542470380812,7.33193770465841,22.440609886436974,Starch,5.13834448748176
0.7067230052083389,8.798996929014384,6.13292938099618,Mixed,3.69499159442698,8.998855216623657,22.502505142834938,Acetate,6.177262720852547
0.8971684721501743,9.248287805052225,6.010818974459206,Mixed,2.5613206683936154,5.602085966653654,37.009432295216754,Acetate,6.657943973126992
0.8429376615192916,1.0802406186212057,1.3691249552786713,Mixed,6.737979380232067,8.267027720478112,26.892081688951194,Starch,3.885513600563833
0.3492560471088287,3.130337657398435,8.835878194988613,Mixed,5.465497457018975,5.829236012750232,20.61715808616145,Acetate,6.1918560136113685
0.9140471987919823,8.158912158034083,3.0232004045927074,Pure Culture,2.6042722021417744,8.12955331784035,21.037905990368216,Acetate,5.3592931472551335
0.6314737935325205,7.608467058644754,1.7303917521866397,Sludge,7.173201439448773,7.938311692485653,22.84340893407791,Glucose,4.0690049778094455
0.84595212413125,2.2529496838855847,8.943106758755283,Pure Culture,9.920137886391734,6.201957542401729,24.26786695951379,Starch,5.826035995342316
0.9168730399387945,2.488818571698748,9.578689233182658,Sludge,7.724976289678339,6.3032924702578,33.302923884768106,Starch,7.539381735745848
0.4544027799774911,4.019484976518129,8.69021236402178,Sludge,7.659877480170506,8.170085567851677,23.146525600036565,Starch,5.785673851691553
0.2880415396221414,5.102968359314703,8.190402709886342,Sludge,9.552814776375325,6.845782047549251,22.37748782354144,Acetate,4.910484449844756
0.3823481300335534,6.373420329537812,6.724798816070706,Pure Culture,2.82642730817412,7.923272114847235,35.29438282952558,Starch,8.014731100339786
0.5416862309010051,4.004679575912838,5.733145020786823,Sludge,6.0899496842929635,5.591936589463339,33.421105677198284,Starch,5.960088185738202
0.8544118127379945,4.894079803264905,1.3263742191583963,Pure Culture,9.816820435304951,8.410231127606213,28.706484429104723,Glucose,3.8160977676433747
0.8885844666050748,7.600973912270687,4.3803055241716375,Mixed,2.487646998731571,7.8435388667292765,30.986195429602077,Glucose,7.071596334789442
0.20556170442495258,0.84849042746068,4.040540911616983,Mixed,7.302267635000689,8.627771235339335,26.23968040652837,Glucose,4.2761613808153465
0.6085978420620526,2.898150971268197,2.967660945723099,Sludge,6.272291313747117,5.52948951613989,29.650008404707215,Acetate,3.80663980666902
0.5339288025190232,7.276821065903248,7.372491080041557,Pure Culture,6.278311829698363,7.37205800144239,30.133452979654916,Starch,6.8509883132721185
0.3776862483765842,9.004464958028393,5.210819483248323,Mixed,7.279035647680677,7.396482340161301,27.744745423561916,Glucose,4.524114977218348
0.29589229386694627,5.360935700098828,1.2699390511226554,Pure Culture,9.366552305881157,6.41384296218713,38.13144421344326,Glucose,3.2475462224412426
0.4700921371229024,5.5550781100204984,2.591740418523208,Pure Culture,8.043237458662041,6.833865698277031,20.321237299620122,Glucose,2.901576514431154
0.9543277631300153,1.5181341077278725,6.990958254766161,Sludge,1.50522493074589,5.151926253159414,35.64342526182492,Starch,8.293875524091977
0.4585623456166042,4.750417484822819,1.2232431651578517,Mixed,8.6745521788814,7.983440154508048,22.487656624826485,Starch,1.906416276759476
0.6150324973946929,5.55986403132272,8.586465683463302,Sludge,3.0298719693315936,7.1972899176126965,35.95094721074399,Starch,7.818201529777414
0.7624151671161423,2.803469784529932,5.203892006632756,Sludge,4.392227482627348,5.2309642074766955,32.31823831353442,Acetate,6.744144928280065
0.4909036819034352,3.057810694019119,5.065572484603156,Mixed,5.15559532251144,7.723023571841942,36.86556181872805,Acetate,6.811641682434729
0.9774256661767686,4.084199549493915,6.127873954265417,Mixed,5.328154006777627,6.867128308924752,21.95028651281795,Glucose,6.029694261899972
0.9699578359536891,0.6906763788884005,8.334469176288916,Pure Culture,4.916623593298211,5.1378450377,31.17961268199548,Starch,6.833067886768845
0.40142583666029136,3.559752073040194,3.804187475070834,Mixed,9.43617964794278,8.878430907392381,30.02175760524394,Glucose,4.860161804353716
0.5977988047139084,2.508756066467174,6.941153449311104,Pure Culture,7.354171068976221,8.796448572357761,34.12386365926717,Starch,6.681632094823041
0.44070264785341573,3.611224845690189,5.874453657960015,Pure Culture,6.680535813610357,7.05160966458879,30.685811037873517,Starch,5.620133588535001
0.4278723955019741,1.6377402522828866,3.036768566609503,Pure Culture,1.4485782500464741,5.374689682823641,30.814691342662083,Starch,5.047872367813913
0.22950955788362626,8.960009167029002,8.846984870374001,Mixed,9.135219972343371,8.018484886394367,28.591918871521294,Acetate,5.4359500885519685
0.6876514671839176,6.139128308763462,8.075547205265817,Sludge,9.184511728075567,6.967724400422917,26.176688480146815,Acetate,6.422428141918421
0.6021432185830893,6.951472031872651,6.755292429255042,Pure Culture,8.02191757087092,6.20978991315752,29.645287225043845,Starch,6.302570908067417
0.2411830009999915,7.997126766769714,8.580526426395299,Sludge,1.0632628343225723,6.965672710114227,22.36984717536801,Glucose,7.711585947583853
0.4229171713892892,5.235200889826044,8.739294909118122,Sludge,1.5155222596986102,7.089776581621858,39.2302667796617,Starch,9.254614223148277
0.9266127087733229,1.325742736830525,7.22944827879283,Mixed,3.027013320416408,7.250846796089357,34.288215272531964,Starch,8.138379112194091
0.39164951253357794,5.602512147276204,8.451626619454885,Sludge,2.18214467330416,6.764894854621306,39.04934233375694,Glucose,8.967595227045237
0.3159158976729785,6.074990621198352,7.125978885858195,Sludge,4.589524267333565,7.423021212556227,24.534547646599265,Starch,5.776994026948784
0.5915622082220504,7.581675004751135,6.961337331722854,Mixed,9.303607522790108,8.67493884242551,37.58682040353056,Glucose,6.510378376718274
0.9885203632884807,4.600765689181954,6.376808093044251,Pure Culture,5.2485439077729845,6.449072348394365,36.17579969127077,Acetate,7.388602600094129
0.39364421720920034,1.7120128765578557,7.650808075797592,Sludge,1.1206236378894905,7.902865852879796,33.54304824915347,Acetate,9.248088939614991
0.737708437924703,3.1958711050878823,2.0067485002842003,Mixed,3.544711206208858,8.57781022729693,32.50058372170412,Glucose,5.502870138255859
0.8092956922629742,3.9492818157870335,8.86827221238982,Sludge,1.4013541753566539,6.823917103039747,26.3309933053574,Acetate,7.870873304092265
0.39011003519391974,6.636213792650212,8.782513513579705,Sludge,1.3265886035215195,6.7738233455276164,36.328215699300614,Acetate,9.469728374523456
0.7825730788894878,5.922393894354663,0.7778491888283119,Pure Culture,3.48147867785997,7.408467941419119,30.03030922959468,Glucose,4.327298684576171
0.4942265061754026,3.8829188960295395,8.345259130365246,Sludge,3.480511048110509,7.365627037689952,21.417831517825707,Acetate,7.823970862002287
0.7058446644748637,9.871894863533306,1.7242637409977295,Mixed,8.084139423414436,8.226357369305108,26.2572632171026,Starch,3.9872924716477107
0.7068237686087158,6.254860783890428,3.683629115461848,Sludge,9.773511875030007,6.905933535113171,38.70594197090655,Starch,5.4592280703558345
0.6286197472598067,2.7536545214919474,7.563328434770273,Pure Culture,4.340863845009984,8.984491798557764,37.01360521209693,Glucose,8.199765774924593
0.27223181604352664,1.4669334898938355,2.0272190124589278,Pure Culture,4.859981909749347,5.237886275469123,39.638113961530784,Acetate,5.779716574055162
0.8682419964713903,1.9521618222511543,8.270686729131091,Mixed,8.603104926574193,5.0126713943228065,32.55986765208196,Starch,6.682997780291012
0.4566240519773887,2.836598419652827,8.40527469059855,Pure Culture,3.4132511808596204,7.560793246238495,24.950201462808238,Starch,8.36433023098614
0.3492148083198834,2.026473045965779,5.3209434707279435,Sludge,2.4074362396310316,6.193739649447506,23.256300993537277,Acetate,5.530680932457918
0.23262011324381116,2.2723867284874046,0.560665781309919,Pure Culture,8.677806610632853,5.961529554797935,23.738288812169234,Acetate,1.27992342143185
0.6727143545505935,3.2084041025915475,3.2268622651616714,Mixed,1.4185052779605893,6.247596320017122,20.39591316694509,Starch,5.15217528986711
0.7420514894738259,2.147049155300171,6.360805724569551,Pure Culture,6.577294961794741,6.024190260419817,27.813642219718783,Starch,5.862996644188227
0.21327026314228492,9.01927153395104,9.821268691260522,Pure Culture,6.057935627201261,5.123160198641791,23.82855360999085,Glucose,7.298763240445739
0.6096744466394248,1.2622205837856009,6.50222850665835,Pure Culture,4.113284027515249,8.886132169562355,28.23310920913405,Glucose,6.98934129793779
0.3811966201583504,5.48285820091742,2.968134020109518,Mixed,3.836705689876231,5.882981953811127,38.69988863677531,Starch,6.266905348813505
0.71613823232756,4.398769856401785,6.523054179446308,Pure Culture,7.946719535634592,7.936119050357226,28.6108041901438,Glucose,6.264843297546977
0.33949314320399315,9.83259686063176,5.629861107300627,Pure Culture,1.7778214968629182,8.050385578776702,37.559689939696696,Starch,7.812528619576068
0.7527501904819729,1.5643695705964973,7.908531253935864,Sludge,3.1310587838024686,8.717029592028917,32.11009533231753,Starch,8.898901904591463
0.5093882770404299,4.279628190934545,1.5163160688561048,Mixed,7.592038586542808,5.12219782837352,24.94263109322784,Glucose,2.1701272316785176
0.9493839909893877,9.709969116116005,7.729765073769266,Pure Culture,5.934885253537818,8.48819335378803,27.117095185184226,Glucose,8.428375242893688
0.3100167553167946,8.722317695992812,5.642032497423048,Mixed,2.1518938768022773,7.108904723359201,21.678390716428588,Acetate,4.680915345701752
0.47285308084020683,8.262184674018158,9.64842403666045,Pure Culture,8.939220528538542,7.530176439863311,26.66925187192021,Acetate,7.03016040185303
0.29077881699247127,2.9500768569269282,3.7477855773675177,Pure Culture,4.541030619072324,7.577881108484135,33.55081891007068,Acetate,4.7325668146214115
0.9397548946228502,2.1234320802056255,6.509907984772507,Pure Culture,8.450815377899556,8.27919121993891,21.442221858588702,Starch,5.158745372952285
0.9018714827047849,6.852110589282095,9.354267002345166,Sludge,8.08941713974938,6.333629288636442,24.108028169560587,Glucose,6.606530175359322
0.4063533021721245,9.329071896712065,1.473842415911453,Sludge,6.619829018245552,7.932204759439974,27.628820828266228,Starch,4.1791949583912205
0.7279872368273432,5.789247483632333,9.403670628746285,Sludge,5.450330181655836,7.114312438888788,39.64099074031925,Glucose,8.690011505109505
0.8537777601609726,5.930320549964049,7.034914361857727,Mixed,9.815957563435813,8.173576057221391,35.6972364591776,Starch,7.114136935219826
0.64416064927957,3.1598013897726998,1.1444520614991331,Mixed,2.304685651418353,8.962184131080534,34.66973492984208,Acetate,5.066150853835633
0.6237204626848052,7.810182865323401,3.3591538859947545,Sludge,7.526401547960033,5.802604069615045,22.32381913050892,Acetate,3.9868704376085455
0.39348183272036136,2.276915611296472,7.2276348421301755,Mixed,2.720716313183101,8.978594566239991,35.61991787229983,Acetate,8.23292597281269
0.2744822142447194,3.574952745840315,1.139830713953331,Pure Culture,4.044367947991136,5.359248617131096,35.705376230320304,Starch,4.25529535005391
0.9177726063626614,4.541646166855959,6.030619371674596,Pure Culture,3.778288690358757,5.0092701916192555,32.02205391248657,Glucose,6.651911261837108
0.9203344457306644,5.322298597502323,3.785889041053089,Pure Culture,9.523323889648507,5.176647744711325,39.80723563996744,Glucose,5.429449760213335
0.7064811658186143,2.8028924579432624,6.398697418791032,Sludge,9.706205600094476,6.367129618947047,26.50507811849104,Acetate,5.320475619277452
0.4712238328389606,1.5909498350224336,0.934549321218872,Mixed,2.6471389981125446,7.531625322713737,38.82544896483704,Acetate,5.660732848765555
0.47936765969012873,6.30089040319551,8.779599658447575,Sludge,1.1983164426775377,5.2761181635513985,38.29462229913007,Acetate,8.722550694502528
0.7807645430961916,3.24199025578243,9.74814520718527,Mixed,7.480072356968018,5.0226632581182695,20.229613194987557,Acetate,5.924645568086472
0.9176882079620616,6.021763103514816,9.70433962521407,Pure Culture,4.761909404834359,8.74836411383518,29.00233052949622,Glucose,8.293365170489972
0.9096691394120939,1.966445795104922,7.621692401557785,Sludge,1.7995622057880793,8.287706543759718,39.54208466103147,Starch,8.486391182031154
0.8239004366860991,5.070830967620766,1.7358192812410036,Mixed,7.153786950193383,8.236732684556124,22.062427248161516,Starch,3.8651422175637657
0.7136253169234303,5.559599609240066,7.703500361325714,Mixed,5.905949754346297,8.537697102007908,30.95569388766639,Starch,7.290062553894585
0.26731197199603907,0.9923235998130556,0.7335757063586144,Pure Culture,9.824651398009955,7.800137091088418,39.57915014082208,Starch,2.981937461526895
